genre|_indie,genre|alt_z,genre|alternative_rock,genre|ambient_pop,genre|art_pop,genre|austindie,genre|australian_rock,genre|bedroom_pop,genre|boy_band,genre|dream_pop,genre|el_paso_indie,genre|electropop,genre|etherpop,genre|folk,genre|gauze_pop,genre|indie_pop,genre|indie_poptimism,genre|indie_rock,genre|indietronica,genre|korean_ost,genre|korean_superband,genre|la_indie,genre|la_pop,genre|metropopolis,genre|modern_alternative_rock,genre|modern_rock,genre|nz_pop,genre|permanent_wave,genre|pop,genre|pop_boy_group,genre|pop_rock,genre|pov,genre|rock,genre|shimmer_pop,genre|shiver_pop,genre|shoegaze,genre|social_media_pop,genre|stomp_and_holler,genre|unknown,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_pop,track_pop,subject|high,subject|low,subject|medium,polar|negative,polar|neutral,polar|positive,key|0,key|1,key|2,key|3,key|4,key|5,key|6,key|7,key|8,key|9,key|10,key|11,mode|0,mode|1,track_id
0.4331849470338877,0.5481116005202121,0.0,0.0,0.0,0.0,0.0,0.5694517334258166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4331849470338877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13281653746770025,0.12627241340906561,0.1514131088394468,0.05046895935685575,0.061398000495744856,2.1296703296703296e-06,0.02030160942846281,0.10101358637049818,0.02987936046511627,0.12444444444444445,0.0,0.0,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0UMFm4ndFr3PH5VsVYnCNG
0.4331849470338877,0.5481116005202121,0.0,0.0,0.0,0.0,0.0,0.5694517334258166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4331849470338877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15788113695090444,0.08729257155585257,0.17644150464354916,0.012684234033050471,0.1041559943815583,0.0,0.014244075529083767,0.11179642009920208,0.09082558139534881,0.12444444444444445,0.1310344827586207,0.0,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,7a2IJHzw9WJjoknwdnCop0
0.4331849470338877,0.5481116005202121,0.0,0.0,0.0,0.0,0.0,0.5694517334258166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4331849470338877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04857881136950904,0.08885176522998106,0.12597046836373357,0.009379187137114784,0.06263736263736262,0.0036043956043956046,0.016246356608794834,0.01971102005607074,0.12648546511627906,0.12444444444444445,0.08275862068965517,0.0,0.3,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0GD2v2Gl24z7F6bLl4fn7M
0.4331849470338877,0.5481116005202121,0.0,0.0,0.0,0.0,0.0,0.5694517334258166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4331849470338877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1545219638242894,0.12449047778149017,0.16323912607737023,0.0061634658329611436,0.03888292158968851,6.439560439560439e-05,0.026891395260423268,0.09540651283157214,0.06482267441860465,0.12444444444444445,0.12183908045977013,0.0,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,4J4rJEaVpgr2tHwX6Jd13H
0.4331849470338877,0.5481116005202121,0.0,0.0,0.0,0.0,0.0,0.5694517334258166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4331849470338877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13953488372093023,0.09152466867134426,0.14312821540722925,0.017061188030370704,0.027935222672064774,0.0007472527472527472,0.06541629704726905,0.046452447703256426,0.09095930232558137,0.12444444444444445,0.12643678160919541,0.0,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,3WowsoNoWeMqTH2suWv9MW
0.4331849470338877,0.5481116005202121,0.0,0.0,0.0,0.0,0.0,0.5694517334258166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4331849470338877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1599483204134367,0.07303708653524893,0.15218814725729943,0.018222420723537296,0.029174584813682555,0.0,0.016246356608794834,0.07556609877075698,0.044343023255813956,0.12444444444444445,0.10574712643678162,0.0,0.0,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0XSncrobBZoW1A0bFh8Ttx
0.4331849470338877,0.5481116005202121,0.0,0.0,0.0,0.0,0.0,0.5694517334258166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4331849470338877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13695090439276486,0.1122396703419089,0.1390525823478319,0.0,0.08887052796827233,0.0009208791208791208,0.06161449752883032,0.10058227302135002,0.053114825581395346,0.12444444444444445,0.08505747126436781,0.0,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,6QHHQuaCoTEb5KBAMhruDI
0.4331849470338877,0.5481116005202121,0.0,0.0,0.0,0.0,0.0,0.5694517334258166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4331849470338877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1020671834625323,0.13562757545383675,0.17084252021113117,0.017061188030370704,0.11283152937288277,0.0,0.07530097579520975,0.03588527064912659,0.15473982558139532,0.12444444444444445,0.11954022988505747,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,28sNP4vXS6EtFr2VKPhCTQ
0.4331849470338877,0.5481116005202121,0.0,0.0,0.0,0.0,0.0,0.5694517334258166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4331849470338877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08733850129198968,0.025147566544158596,0.09328522750050111,0.01688253684680661,0.18306205073122367,0.0,0.016499809910024078,0.014750916540866944,0.06625872093023254,0.12444444444444445,0.10114942528735633,0.0,0.3,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3pU68iUbatcIjQD7PlIzFX
0.4331849470338877,0.5481116005202121,0.0,0.0,0.0,0.0,0.0,0.5694517334258166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4331849470338877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11395348837209303,0.10800757322641724,0.12524888087125008,0.0051808843233586395,0.008208708584648434,0.0334065934065934,0.017260169813711822,0.009510459348716842,0.04157848837209303,0.12444444444444445,0.12183908045977013,0.3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,6APTEV2EIRpBEvuTrS5XTv
